Subject,Foot,Error_ms
subject6,Right,40.00
subject6,Right,60.00
subject6,Right,120.00
subject6,Right,0.00
subject6,Right,60.00
subject6,Right,120.00
subject6,Right,0.00
subject6,Right,120.00
subject6,Right,340.00
subject6,Right,300.00
subject6,Right,480.00
subject6,Right,60.00
subject6,Right,20.00
subject6,Right,120.00
subject6,Right,400.00
subject6,Right,720.00
subject6,Right,320.00
subject6,Right,140.00
subject6,Right,40.00
subject6,Right,60.00
subject6,Right,20.00
subject6,Right,60.00
subject6,Right,60.00
subject6,Right,80.00
subject6,Right,1900.00
subject6,Right,2180.00
subject6,Right,60.00
subject6,Right,800.00
subject6,Right,120.00
subject6,Right,160.00
subject6,Right,180.00
subject6,Right,60.00
subject6,Right,20.00
subject6,Right,1920.00
subject6,Right,4560.00
subject6,Right,2880.00
subject6,Right,400.00
subject6,Right,120.00
subject9,Left,180.00
subject9,Left,60.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,140.00
subject9,Left,80.00
subject9,Left,40.00
subject9,Left,40.00
subject9,Left,60.00
subject9,Left,820.00
subject9,Left,820.00
subject9,Left,820.00
subject9,Left,820.00
subject9,Left,500.00
subject9,Left,480.00
subject9,Left,0.00
subject9,Left,20.00
subject9,Left,100.00
subject9,Left,820.00
subject9,Left,120.00
subject9,Left,1100.00
subject9,Left,1160.00
subject9,Left,1160.00
subject9,Left,380.00
subject9,Left,1520.00
subject9,Left,680.00
subject9,Left,20.00
subject9,Left,60.00
subject9,Left,80.00
subject9,Left,1280.00
subject9,Left,360.00
subject9,Left,40.00
subject9,Left,380.00
subject9,Left,20.00
subject9,Left,380.00
subject9,Left,680.00
subject9,Left,40.00
subject9,Left,580.00
subject9,Left,880.00
subject9,Left,920.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,660.00
subject9,Left,360.00
subject9,Left,500.00
subject9,Left,40.00
subject9,Left,400.00
subject9,Left,40.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,0.00
subject9,Left,60.00
subject9,Left,120.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,80.00
subject9,Left,760.00
subject9,Left,360.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,760.00
subject9,Left,20.00
subject9,Left,200.00
subject9,Left,20.00
subject9,Left,220.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,80.00
subject9,Left,440.00
subject9,Left,460.00
subject9,Left,0.00
subject9,Left,40.00
subject9,Left,0.00
subject9,Left,220.00
subject9,Left,780.00
subject9,Left,680.00
subject9,Left,40.00
subject9,Left,700.00
subject9,Left,580.00
subject9,Left,180.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,60.00
subject9,Left,560.00
subject9,Left,2980.00
subject9,Left,1260.00
subject9,Left,180.00
subject9,Left,180.00
subject9,Left,680.00
subject9,Left,740.00
subject9,Left,360.00
subject9,Left,60.00
subject9,Left,180.00
subject9,Left,980.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,1340.00
subject9,Left,2300.00
subject9,Left,880.00
subject9,Left,900.00
subject9,Left,480.00
subject9,Left,0.00
subject9,Left,40.00
subject9,Left,100.00
subject9,Left,780.00
subject9,Left,120.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,600.00
subject9,Left,40.00
subject9,Left,200.00
subject9,Left,420.00
subject9,Left,1500.00
subject9,Left,1520.00
subject9,Left,40.00
subject9,Left,60.00
subject9,Left,100.00
subject9,Left,400.00
subject9,Left,320.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,740.00
subject9,Left,720.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,80.00
subject9,Left,520.00
subject9,Left,2880.00
subject9,Left,20.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,300.00
subject9,Left,1060.00
subject9,Left,60.00
subject9,Left,20.00
subject9,Left,120.00
subject9,Left,40.00
subject9,Left,800.00
subject9,Left,1180.00
subject9,Left,1300.00
subject9,Left,0.00
subject9,Left,40.00
subject9,Left,40.00
subject9,Left,700.00
subject9,Left,260.00
subject9,Left,0.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,740.00
subject9,Left,80.00
subject9,Left,1020.00
subject9,Left,860.00
subject9,Left,60.00
subject9,Left,100.00
subject9,Left,700.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,20.00
subject9,Left,1060.00
subject9,Left,2640.00
subject9,Left,80.00
subject9,Left,0.00
subject9,Left,0.00
subject9,Left,60.00
subject9,Left,660.00
subject9,Left,40.00
subject9,Left,0.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,240.00
subject9,Left,0.00
subject9,Left,720.00
subject9,Left,700.00
subject9,Left,40.00
subject9,Left,120.00
subject9,Left,360.00
subject9,Left,280.00
subject9,Left,380.00
subject9,Left,240.00
subject9,Left,0.00
subject9,Left,100.00
subject9,Left,40.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,420.00
subject9,Left,1360.00
subject9,Left,2420.00
subject9,Left,2300.00
subject9,Left,2380.00
subject9,Left,2200.00
subject9,Left,2020.00
subject9,Left,1060.00
subject9,Left,540.00
subject9,Left,580.00
subject9,Left,1020.00
subject9,Left,300.00
subject9,Left,20.00
subject9,Left,0.00
subject9,Left,460.00
subject9,Left,40.00
subject9,Left,120.00
subject9,Left,640.00
subject9,Left,400.00
subject9,Left,40.00
subject9,Left,0.00
subject9,Left,640.00
subject9,Left,40.00
subject9,Left,720.00
subject9,Left,460.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,220.00
subject9,Left,380.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,240.00
subject9,Left,40.00
subject9,Left,40.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,680.00
subject9,Left,540.00
subject9,Left,120.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,160.00
subject9,Left,0.00
subject9,Left,520.00
subject9,Left,2680.00
subject9,Left,1000.00
subject9,Left,60.00
subject9,Left,100.00
subject9,Left,680.00
subject9,Left,200.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,160.00
subject9,Left,1040.00
subject9,Left,1220.00
subject9,Left,40.00
subject9,Left,600.00
subject9,Left,700.00
subject9,Left,1060.00
subject9,Left,300.00
subject9,Left,20.00
subject9,Left,0.00
subject9,Left,580.00
subject9,Left,40.00
subject9,Left,500.00
subject9,Left,120.00
subject9,Left,20.00
subject9,Left,0.00
subject9,Left,20.00
subject9,Left,540.00
subject9,Left,40.00
subject9,Left,160.00
subject9,Left,160.00
subject9,Left,20.00
subject9,Left,700.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,360.00
subject9,Left,40.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,220.00
subject9,Left,680.00
subject9,Left,760.00
subject9,Left,280.00
subject9,Left,240.00
subject9,Left,500.00
subject9,Left,260.00
subject9,Left,60.00
subject9,Left,120.00
subject9,Left,520.00
subject9,Left,560.00
subject9,Left,2500.00
subject9,Left,1180.00
subject9,Left,80.00
subject9,Left,1140.00
subject9,Left,640.00
subject9,Left,180.00
subject9,Left,620.00
subject9,Left,60.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,60.00
subject9,Left,160.00
subject9,Left,520.00
subject9,Left,1240.00
subject9,Left,940.00
subject9,Left,320.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,480.00
subject9,Left,60.00
subject9,Left,20.00
subject9,Left,380.00
subject9,Left,0.00
subject9,Left,0.00
subject9,Left,520.00
subject9,Left,20.00
subject9,Left,580.00
subject9,Left,540.00
subject9,Left,20.00
subject9,Left,100.00
subject9,Left,200.00
subject9,Left,40.00
subject9,Left,80.00
subject9,Left,120.00
subject9,Left,980.00
subject9,Left,460.00
subject9,Left,300.00
subject9,Left,200.00
subject9,Left,0.00
subject9,Left,60.00
subject9,Left,140.00
subject9,Left,620.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,580.00
subject9,Left,460.00
subject9,Left,60.00
subject9,Left,120.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,220.00
subject9,Left,920.00
subject9,Left,2580.00
subject9,Left,200.00
subject9,Left,20.00
subject9,Left,300.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,40.00
subject9,Left,180.00
subject9,Left,420.00
subject9,Left,260.00
subject9,Left,160.00
subject9,Left,640.00
subject9,Left,940.00
subject9,Left,700.00
subject9,Left,340.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,760.00
subject9,Left,660.00
subject9,Left,460.00
subject9,Left,400.00
subject9,Left,780.00
subject9,Left,200.00
subject9,Left,380.00
subject9,Left,0.00
subject9,Left,40.00
subject9,Left,600.00
subject9,Left,600.00
subject9,Left,20.00
subject9,Left,600.00
subject9,Left,40.00
subject9,Left,920.00
subject9,Left,660.00
subject9,Left,20.00
subject9,Left,160.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,80.00
subject9,Left,360.00
subject9,Left,220.00
subject9,Left,240.00
subject9,Left,40.00
subject9,Left,180.00
subject9,Left,120.00
subject9,Left,560.00
subject9,Left,280.00
subject9,Left,740.00
subject9,Left,620.00
subject9,Left,780.00
subject9,Left,80.00
subject9,Left,420.00
subject9,Left,20.00
subject9,Left,2760.00
subject9,Left,2640.00
subject9,Left,2760.00
subject9,Left,2660.00
subject9,Left,2540.00
subject9,Left,800.00
subject9,Left,2520.00
subject9,Left,1100.00
subject9,Left,120.00
subject9,Left,120.00
subject9,Left,40.00
subject9,Left,620.00
subject9,Left,0.00
subject9,Left,0.00
subject9,Left,40.00
subject9,Left,80.00
subject9,Left,40.00
subject9,Left,320.00
subject9,Left,380.00
subject9,Left,1000.00
subject9,Left,60.00
subject9,Left,780.00
subject9,Left,1160.00
subject9,Left,860.00
subject9,Left,340.00
subject9,Left,40.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,580.00
subject9,Left,360.00
subject9,Left,20.00
subject9,Left,20.00
subject9,Left,140.00
subject9,Left,1000.00
subject9,Left,460.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,180.00
subject9,Left,20.00
subject9,Left,80.00
subject9,Left,100.00
subject9,Left,400.00
subject9,Left,300.00
subject9,Left,420.00
subject9,Left,20.00
subject9,Left,180.00
subject9,Left,660.00
subject9,Left,200.00
subject9,Left,620.00
subject9,Left,660.00
subject9,Left,340.00
subject9,Left,600.00
subject9,Left,120.00
subject9,Left,400.00
subject9,Left,340.00
subject9,Left,2460.00
subject9,Left,2500.00
subject9,Left,0.00
subject9,Left,0.00
subject9,Left,20.00
subject9,Left,0.00
subject9,Left,80.00
subject9,Left,500.00
subject9,Left,1060.00
subject9,Left,2620.00
subject9,Left,200.00
subject9,Left,60.00
subject9,Left,320.00
subject9,Left,40.00
subject9,Left,0.00
subject9,Left,60.00
subject9,Left,20.00
subject9,Left,60.00
subject9,Left,320.00
subject9,Left,1800.00
subject9,Left,580.00
subject9,Left,260.00
subject9,Left,780.00
subject9,Left,1000.00
subject9,Left,340.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,160.00
subject9,Left,740.00
subject9,Left,120.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,40.00
subject9,Left,280.00
subject9,Left,80.00
subject9,Left,780.00
subject9,Left,900.00
subject9,Left,360.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,480.00
subject9,Left,460.00
subject9,Left,140.00
subject9,Left,40.00
subject9,Left,100.00
subject9,Left,120.00
subject9,Left,200.00
subject9,Left,80.00
subject9,Left,0.00
subject9,Left,220.00
subject9,Left,300.00
subject9,Left,240.00
subject9,Left,60.00
subject9,Left,60.00
subject9,Left,40.00
subject9,Left,440.00
subject9,Left,220.00
subject9,Left,160.00
subject9,Left,20.00
subject9,Left,280.00
subject9,Left,840.00
subject9,Left,60.00
subject9,Left,780.00
subject9,Left,240.00
subject9,Left,40.00
subject9,Left,480.00
subject9,Left,560.00
subject9,Left,2040.00
subject9,Left,2840.00
subject9,Left,2780.00
subject9,Left,2520.00
subject9,Left,940.00
subject9,Left,2640.00
subject9,Left,1020.00
subject9,Left,120.00
subject9,Left,160.00
subject9,Left,620.00
subject9,Left,80.00
subject9,Left,20.00
subject9,Left,60.00
subject9,Left,80.00
subject9,Left,60.00
subject9,Left,380.00
subject9,Left,380.00
subject9,Left,1320.00
subject9,Left,1180.00
subject9,Left,0.00
subject9,Right,60.00
subject9,Right,220.00
subject9,Right,120.00
subject9,Right,640.00
subject9,Right,220.00
subject9,Right,80.00
subject9,Right,200.00
subject9,Right,80.00
subject9,Right,520.00
subject9,Right,320.00
subject9,Right,0.00
subject9,Right,60.00
subject9,Right,140.00
subject9,Right,220.00
subject9,Right,40.00
subject9,Right,220.00
subject9,Right,40.00
subject9,Right,100.00
subject9,Right,520.00
subject9,Right,1480.00
subject9,Right,160.00
subject9,Right,200.00
subject9,Right,60.00
subject9,Right,40.00
subject9,Right,160.00
subject9,Right,80.00
subject9,Right,40.00
subject9,Right,40.00
subject9,Right,300.00
subject9,Right,300.00
subject9,Right,260.00
subject9,Right,60.00
subject9,Right,1680.00
subject9,Right,2060.00
subject9,Right,120.00
subject9,Right,80.00
subject9,Right,80.00
subject9,Right,60.00
subject9,Right,140.00
subject9,Right,820.00
subject9,Right,160.00
subject9,Right,3080.00
subject9,Right,2700.00
subject9,Right,3720.00
subject9,Right,2460.00
subject9,Right,60.00
subject9,Right,200.00
subject9,Right,140.00
subject9,Right,400.00
subject9,Right,40.00
subject9,Right,120.00
subject9,Right,60.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,40.00
subject9,Right,120.00
subject9,Right,40.00
subject9,Right,80.00
subject9,Right,180.00
subject9,Right,140.00
subject9,Right,280.00
subject9,Right,220.00
subject9,Right,100.00
subject9,Right,240.00
subject9,Right,20.00
subject9,Right,60.00
subject9,Right,200.00
subject9,Right,0.00
subject9,Right,100.00
subject9,Right,40.00
subject9,Right,60.00
subject9,Right,580.00
subject9,Right,780.00
subject9,Right,440.00
subject9,Right,1780.00
subject9,Right,1980.00
subject9,Right,20.00
subject9,Right,180.00
subject9,Right,40.00
subject9,Right,140.00
subject9,Right,1700.00
subject9,Right,3580.00
subject9,Right,2320.00
subject9,Right,20.00
subject9,Right,140.00
subject9,Right,140.00
subject9,Right,780.00
subject9,Right,120.00
subject9,Right,0.00
subject9,Right,60.00
subject9,Right,340.00
subject9,Right,340.00
subject9,Right,200.00
subject9,Right,40.00
subject9,Right,0.00
subject9,Right,200.00
subject9,Right,20.00
subject9,Right,220.00
subject9,Right,680.00
subject9,Right,480.00
subject9,Right,480.00
subject9,Right,260.00
subject9,Right,40.00
subject9,Right,60.00
subject9,Right,240.00
subject9,Right,40.00
subject9,Right,420.00
subject9,Right,60.00
subject9,Right,40.00
subject9,Right,140.00
subject9,Right,0.00
subject9,Right,2820.00
subject9,Right,2280.00
subject9,Right,1920.00
subject9,Right,0.00
subject9,Right,260.00
subject9,Right,120.00
subject9,Right,40.00
subject9,Right,160.00
subject9,Right,1520.00
subject9,Right,2300.00
subject9,Right,0.00
subject9,Right,200.00
subject9,Right,120.00
subject9,Right,540.00
subject9,Right,360.00
subject9,Right,40.00
subject9,Right,400.00
subject9,Right,60.00
subject9,Right,60.00
subject9,Right,480.00
subject9,Right,60.00
subject9,Right,140.00
subject9,Right,900.00
subject9,Right,840.00
subject9,Right,40.00
subject9,Right,40.00
subject9,Right,160.00
subject9,Right,540.00
subject9,Right,160.00
subject9,Right,920.00
subject9,Right,720.00
subject9,Right,140.00
subject9,Right,80.00
subject9,Right,220.00
subject9,Right,40.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,40.00
subject9,Right,160.00
subject9,Right,820.00
subject9,Right,660.00
subject9,Right,40.00
subject9,Right,60.00
subject9,Right,120.00
subject9,Right,300.00
subject9,Right,80.00
subject9,Right,280.00
subject9,Right,20.00
subject9,Right,40.00
subject9,Right,20.00
subject9,Right,140.00
subject9,Right,120.00
subject9,Right,100.00
subject9,Right,40.00
subject9,Right,560.00
subject9,Right,1140.00
subject9,Right,840.00
subject9,Right,40.00
subject9,Right,100.00
subject9,Right,840.00
subject9,Right,40.00
subject9,Right,100.00
subject9,Right,220.00
subject9,Right,20.00
subject9,Right,40.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,220.00
subject9,Right,60.00
subject9,Right,1000.00
subject9,Right,600.00
subject9,Right,80.00
subject9,Right,60.00
subject9,Right,100.00
subject9,Right,200.00
subject9,Right,20.00
subject9,Right,80.00
subject9,Right,140.00
subject9,Right,80.00
subject9,Right,2560.00
subject9,Right,2220.00
subject9,Right,1280.00
subject9,Right,0.00
subject9,Right,540.00
subject9,Right,20.00
subject9,Right,120.00
subject9,Right,1560.00
subject9,Right,2320.00
subject9,Right,60.00
subject9,Right,200.00
subject9,Right,60.00
subject9,Right,300.00
subject9,Right,20.00
subject9,Right,1260.00
subject9,Right,220.00
subject9,Right,0.00
subject9,Right,440.00
subject9,Right,380.00
subject9,Right,20.00
subject9,Right,100.00
subject9,Right,140.00
subject9,Right,800.00
subject9,Right,1060.00
subject9,Right,180.00
subject9,Right,160.00
subject9,Right,20.00
subject9,Right,80.00
subject9,Right,140.00
subject9,Right,420.00
subject9,Right,540.00
subject9,Right,120.00
subject9,Right,40.00
subject9,Right,340.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,800.00
subject9,Right,2520.00
subject9,Right,440.00
subject9,Right,1960.00
subject9,Right,1340.00
subject9,Right,580.00
subject9,Right,140.00
subject9,Right,80.00
subject9,Right,20.00
subject9,Right,140.00
subject9,Right,20.00
subject9,Right,160.00
subject9,Right,140.00
subject9,Right,2260.00
subject9,Right,3420.00
subject9,Right,2280.00
subject9,Right,160.00
subject9,Right,1160.00
subject9,Right,340.00
subject9,Right,40.00
subject9,Right,460.00
subject9,Right,520.00
subject9,Right,640.00
subject9,Right,400.00
subject9,Right,1340.00
subject9,Right,240.00
subject9,Right,0.00
subject9,Right,0.00
subject9,Right,500.00
subject9,Right,140.00
subject9,Right,300.00
subject9,Right,900.00
subject9,Right,3100.00
subject9,Right,1500.00
subject9,Right,300.00
subject9,Right,280.00
subject9,Right,80.00
subject9,Right,40.00
subject9,Right,20.00
subject9,Right,300.00
subject9,Right,100.00
subject9,Right,80.00
subject9,Right,40.00
subject9,Right,320.00
subject9,Right,20.00
subject9,Right,380.00
subject9,Right,40.00
subject9,Right,60.00
subject9,Right,0.00
subject9,Right,260.00
subject9,Right,200.00
subject9,Right,2560.00
subject9,Right,2180.00
subject9,Right,1320.00
subject9,Right,80.00
subject9,Right,20.00
subject9,Right,640.00
subject9,Right,500.00
subject9,Right,1700.00
subject9,Right,3300.00
subject9,Right,2840.00
subject9,Right,2760.00
subject9,Right,40.00
subject9,Right,280.00
subject9,Right,20.00
subject9,Right,360.00
subject9,Right,540.00
subject9,Right,460.00
subject9,Right,1600.00
subject9,Right,900.00
subject9,Right,180.00
subject9,Right,400.00
subject9,Right,0.00
subject9,Right,120.00
subject9,Right,60.00
subject9,Right,240.00
subject9,Right,800.00
subject9,Right,2060.00
subject9,Right,2220.00
subject9,Right,700.00
subject9,Right,60.00
subject9,Right,380.00
subject9,Right,140.00
subject9,Right,100.00
subject9,Right,60.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,0.00
subject9,Right,200.00
subject9,Right,300.00
subject9,Right,2540.00
subject9,Right,2200.00
subject9,Right,2120.00
subject9,Right,2880.00
subject9,Right,620.00
subject9,Right,260.00
subject9,Right,100.00
subject9,Right,900.00
subject9,Right,840.00
subject9,Right,1300.00
subject9,Right,2480.00
subject9,Right,2760.00
subject9,Right,3180.00
subject9,Right,2000.00
subject9,Right,20.00
subject9,Right,500.00
subject9,Right,680.00
subject9,Right,2000.00
subject9,Right,60.00
subject9,Right,1060.00
subject9,Right,440.00
subject9,Right,640.00
subject9,Right,840.00
subject9,Right,360.00
subject9,Right,480.00
subject9,Right,40.00
subject9,Right,180.00
subject9,Right,80.00
subject9,Right,560.00
subject9,Right,3660.00
subject9,Right,1600.00
subject9,Right,240.00
subject9,Right,460.00
subject9,Right,120.00
subject9,Right,20.00
subject9,Right,80.00
subject9,Right,160.00
subject9,Right,380.00
subject9,Right,740.00
subject9,Right,540.00
subject9,Right,320.00
subject9,Right,60.00
subject9,Right,40.00
subject9,Right,160.00
subject9,Right,440.00
subject9,Right,340.00
subject9,Right,180.00
subject9,Right,280.00
subject9,Right,2860.00
subject9,Right,3040.00
subject9,Right,2260.00
subject9,Right,1920.00
subject9,Right,680.00
subject9,Right,60.00
subject9,Right,680.00
subject9,Right,60.00
subject9,Right,800.00
subject9,Right,660.00
subject9,Right,140.00
subject9,Right,0.00
subject9,Right,2420.00
subject9,Right,3180.00
subject9,Right,3240.00
subject9,Right,2200.00
subject9,Right,0.00
subject9,Right,340.00
subject9,Right,680.00
subject9,Right,1980.00
subject9,Right,740.00
subject9,Right,540.00
subject9,Right,380.00
subject9,Right,1420.00
subject9,Right,120.00
subject9,Right,180.00
subject9,Right,0.00
subject9,Right,0.00
subject9,Right,260.00
subject9,Right,20.00
subject9,Right,480.00
subject9,Right,540.00
subject9,Right,360.00
subject9,Right,500.00
subject9,Right,120.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,140.00
subject9,Right,120.00
subject9,Right,3040.00
subject9,Right,680.00
subject9,Right,0.00
subject9,Right,80.00
subject9,Right,420.00
subject9,Right,240.00
subject9,Right,0.00
subject9,Right,120.00
subject9,Right,20.00
subject9,Right,20.00
subject9,Right,120.00
subject9,Right,120.00
subject9,Right,400.00
subject9,Right,340.00
subject9,Right,620.00
subject9,Right,1020.00
subject9,Right,2600.00
subject9,Right,1220.00
subject9,Right,840.00
subject9,Right,420.00
subject9,Right,1200.00
subject9,Right,540.00
subject9,Right,260.00
subject9,Right,20.00
subject9,Right,700.00
subject9,Right,500.00
subject9,Right,60.00
subject9,Right,60.00
subject9,Right,2440.00
subject9,Right,3380.00
subject9,Right,2320.00
subject9,Right,540.00
subject9,Right,140.00
subject2,Left,100.00
subject2,Left,40.00
subject2,Left,640.00
subject2,Left,160.00
subject2,Left,60.00
subject2,Left,120.00
subject2,Left,260.00
subject2,Left,600.00
subject2,Left,200.00
subject2,Left,180.00
subject2,Left,200.00
subject2,Left,1300.00
subject2,Left,280.00
subject2,Left,80.00
subject2,Left,620.00
subject2,Left,380.00
subject2,Left,40.00
subject2,Left,20.00
subject2,Left,80.00
subject2,Left,120.00
subject2,Left,60.00
subject2,Left,120.00
subject2,Left,60.00
subject2,Left,20.00
subject2,Left,460.00
subject2,Left,520.00
subject2,Left,600.00
subject2,Left,120.00
subject2,Left,2640.00
subject2,Left,40.00
subject2,Left,240.00
subject2,Left,600.00
subject2,Left,2100.00
subject2,Left,60.00
subject2,Left,220.00
subject2,Left,720.00
subject2,Left,20.00
subject2,Left,200.00
subject2,Left,100.00
subject2,Left,120.00
subject2,Left,640.00
subject2,Left,180.00
subject2,Left,580.00
subject2,Left,2440.00
subject2,Left,1840.00
subject2,Left,20.00
subject2,Left,620.00
subject2,Left,120.00
subject2,Left,80.00
subject2,Left,220.00
subject2,Left,920.00
subject2,Left,380.00
subject2,Left,80.00
subject2,Left,140.00
subject2,Left,200.00
subject2,Left,60.00
subject2,Left,140.00
subject2,Left,160.00
subject2,Left,140.00
subject2,Left,560.00
subject2,Left,100.00
subject2,Left,540.00
subject2,Left,40.00
subject2,Left,40.00
subject2,Left,140.00
subject2,Left,80.00
subject2,Left,100.00
subject2,Left,80.00
subject2,Left,140.00
subject2,Left,460.00
subject2,Left,540.00
subject2,Left,200.00
subject2,Left,2540.00
subject2,Left,20.00
subject2,Left,40.00
subject2,Left,0.00
subject2,Left,40.00
subject2,Left,560.00
subject2,Left,320.00
subject2,Left,80.00
subject2,Left,180.00
subject2,Left,560.00
subject2,Left,240.00
subject2,Left,40.00
subject2,Left,80.00
subject2,Left,640.00
subject2,Left,500.00
subject2,Left,140.00
subject2,Left,1260.00
subject2,Left,1020.00
subject2,Left,40.00
subject2,Left,1660.00
subject2,Left,260.00
subject2,Left,260.00
subject2,Left,20.00
subject2,Left,180.00
subject2,Left,60.00
subject2,Left,100.00
subject2,Left,20.00
subject2,Left,160.00
subject2,Left,80.00
subject2,Left,420.00
subject2,Left,640.00
subject2,Left,20.00
subject2,Left,1320.00
subject2,Left,1300.00
subject2,Left,0.00
subject2,Left,1200.00
subject2,Left,200.00
subject2,Left,100.00
subject2,Left,100.00
subject2,Left,60.00
subject2,Left,120.00
subject2,Left,200.00
subject2,Left,560.00
subject2,Left,140.00
subject2,Left,60.00
subject2,Left,60.00
subject2,Left,340.00
subject2,Left,460.00
subject2,Left,580.00
subject2,Left,800.00
subject2,Left,780.00
subject2,Left,440.00
subject2,Left,2760.00
subject2,Left,40.00
subject2,Left,140.00
subject2,Left,0.00
subject2,Left,0.00
subject2,Left,240.00
subject2,Left,900.00
subject2,Left,240.00
subject2,Left,160.00
subject2,Left,840.00
subject2,Left,260.00
subject2,Left,100.00
subject2,Left,80.00
subject2,Left,120.00
subject2,Left,240.00
subject2,Left,660.00
subject2,Left,40.00
subject2,Left,80.00
subject2,Left,140.00
subject2,Left,920.00
subject2,Left,800.00
subject2,Left,280.00
subject2,Left,1740.00
subject2,Left,540.00
subject2,Left,140.00
subject2,Left,100.00
subject2,Left,280.00
subject2,Left,200.00
subject2,Left,180.00
subject2,Left,80.00
subject2,Left,520.00
subject2,Left,740.00
subject2,Left,740.00
subject2,Left,20.00
subject2,Left,40.00
subject2,Left,140.00
subject2,Left,860.00
subject2,Left,260.00
subject2,Left,160.00
subject2,Left,160.00
subject2,Left,480.00
subject2,Left,40.00
subject2,Left,120.00
subject2,Left,120.00
subject2,Left,80.00
subject2,Left,40.00
subject2,Left,160.00
subject2,Left,500.00
subject2,Left,840.00
subject2,Left,700.00
subject2,Left,880.00
subject2,Left,20.00
subject2,Left,100.00
subject2,Left,0.00
subject2,Left,340.00
subject2,Left,1000.00
subject2,Left,300.00
subject2,Left,120.00
subject2,Left,280.00
subject2,Left,220.00
subject2,Left,680.00
subject2,Left,100.00
subject2,Left,40.00
subject2,Left,560.00
subject2,Left,480.00
subject2,Left,480.00
subject2,Left,2240.00
subject2,Left,1840.00
subject2,Left,1760.00
subject2,Left,1980.00
subject2,Left,1980.00
subject2,Left,660.00
subject2,Left,240.00
subject2,Left,60.00
subject2,Left,220.00
subject2,Left,0.00
subject2,Left,60.00
subject2,Left,200.00
subject2,Left,220.00
subject2,Left,200.00
subject2,Left,80.00
subject2,Left,0.00
subject2,Left,300.00
subject2,Left,880.00
subject2,Left,880.00
subject2,Left,940.00
subject2,Left,260.00
subject2,Left,120.00
subject2,Left,620.00
subject2,Left,1160.00
subject2,Left,1680.00
subject2,Left,1060.00
subject2,Left,40.00
subject2,Left,660.00
subject2,Left,280.00
subject2,Left,60.00
subject2,Left,120.00
subject2,Left,280.00
subject2,Left,140.00
subject2,Left,280.00
subject2,Left,300.00
subject2,Left,1380.00
subject2,Left,80.00
subject2,Left,1020.00
subject2,Left,140.00
subject2,Left,80.00
subject2,Left,100.00
subject2,Left,80.00
subject2,Left,120.00
subject2,Left,60.00
subject2,Left,80.00
subject2,Left,840.00
subject2,Left,20.00
subject2,Left,660.00
subject2,Left,60.00
subject2,Left,400.00
subject2,Left,640.00
subject2,Left,2560.00
subject2,Left,40.00
subject2,Left,120.00
